,Company,Specific_Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
1674,twenty-four blackbirds,Dominican Republic,2011,73.0,U.S.A.,2.75,Unknown,Dominican Republic
1675,Two Ravens,Peru,2016,60.0,U.S.A.,3.0,Criollo,Peru
1676,Un Dimanche A Paris,Dominican Republic,2011,63.0,France,3.75,Unknown,Dominican Republic
1677,Undone,Matagalpa,2014,74.0,U.S.A.,2.75,Unknown,Nicaragua
1678,Undone,Nourish,2014,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1679,Upchurch,"Madagascar, Sassy Bar",2016,72.0,U.S.A.,3.0,Trinitario,Madagascar
1680,Upchurch,"Tanzania, Party Bar",2016,72.0,U.S.A.,3.25,Unknown,Tanzania
1681,Urzi,"Sur del Lago, Merida",2014,65.0,Italy,3.25,Trinitario,Venezuela
1682,Valrhona,"Piura, Illanka, Quemazon",2015,63.0,France,4.0,Unknown,Peru
1683,Valrhona,"Andoa, Grand Cru blend",2013,70.0,France,3.5,Unknown,
1684,Valrhona,"Loma Sotavento, 2013",2013,64.0,France,3.5,Unknown,Dominican Republic
1685,Valrhona,"Otucan, Grand Cru",2012,69.0,France,4.0,Unknown,Venezuela
1686,Valrhona,Caraque,2011,56.0,France,3.25,Unknown,
1687,Valrhona,"Porcelana, Pedegral",2011,64.0,France,4.0,Criollo,Venezuela
1688,Valrhona,Tainori,2009,64.0,France,3.75,Unknown,Dominican Republic
1689,Valrhona,Alpaco,2009,66.0,France,3.75,Unknown,Ecuador
1690,Valrhona,Nyangbo,2009,68.0,France,3.5,Forastero,Ghana
1691,Valrhona,Araguani,2007,72.0,France,3.0,Blend,Venezuela
1691,Valrhona,Araguani,2007,72.0,France,3.0,Blend,Carribean
1692,Valrhona,Chuao 2002 P.,2007,65.0,France,3.75,Trinitario,Venezuela
1693,Valrhona,Manjari,2007,64.0,France,4.0,"Criollo, Trinitario",Madagascar
1694,Valrhona,Le Noir Extra Amer,2007,85.0,France,1.5,Unknown,
1695,Valrhona,Abinao,2007,85.0,France,2.5,Forastero,West Africa
1696,Valrhona,Le Noir Amer,2007,71.0,France,2.75,Forastero,West Africa
1697,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",2007,64.0,France,3.25,Criollo (Porcelana),Venezuela
1698,Valrhona,Caraibe,2006,66.0,France,3.0,Trinitario,Carribean
1699,Valrhona,Guanaja,2006,70.0,France,4.0,"Criollo, Trinitario",South America
1700,Valrhona,Gran Couva 2005 P.,2006,64.0,France,2.5,Trinitario,Trinidad
1701,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",2006,64.0,France,3.0,Criollo (Porcelana),Venezuela
1702,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",2006,64.0,France,3.5,Trinitario,Madagascar
1703,Vanleer (Barry Callebaut),Manhattan,2012,72.0,U.S.A.,2.5,Forastero,Ghana
1704,Vanleer (Barry Callebaut),Napa,2012,65.0,U.S.A.,2.75,Forastero,Ghana
1705,Vao Vao (Chocolaterie Robert),Madagascar,2009,72.0,Madagascar,2.75,Trinitario,Madagascar
1706,Vao Vao (Chocolaterie Robert),Madagascar,2009,76.0,Madagascar,2.75,Trinitario,Madagascar
1707,Vao Vao (Chocolaterie Robert),Madagascar,2009,80.0,Madagascar,2.75,Trinitario,Madagascar
1708,Vao Vao (Chocolaterie Robert),Madagascar,2009,70.0,Madagascar,3.0,Trinitario,Madagascar
1709,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,2009,68.0,Madagascar,3.0,Trinitario,Madagascar
1710,Vao Vao (Chocolaterie Robert),Madagascar,2009,64.0,Madagascar,3.25,Trinitario,Madagascar
1711,Vicuna,Palos Blancos,2015,70.0,U.S.A.,3.25,Unknown,Bolivia
1712,Vicuna,Palos Blancos + nibs,2015,70.0,U.S.A.,3.25,Unknown,Bolivia
1713,Videri,Dominican Republic,2014,90.0,U.S.A.,3.25,Unknown,Dominican Republic
1714,Videri,Trinidad,2014,75.0,U.S.A.,3.5,Trinitario,Trinidad
1715,Videri,Mindo,2014,75.0,U.S.A.,3.5,Unknown,Ecuador
1716,Videri,Dark,2013,90.0,U.S.A.,3.75,Unknown,Central America
1716,Videri,Dark,2013,90.0,U.S.A.,3.75,Unknown,South America
1717,Videri,Classic,2012,70.0,U.S.A.,3.25,Unknown,Central America
1717,Videri,Classic,2012,70.0,U.S.A.,3.25,Unknown,South America
1718,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",2012,70.0,France,3.5,Trinitario,Vietnam
1719,Vintage Plantations,San Martin,2014,75.0,U.S.A.,3.0,Unknown,Peru
1720,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
1721,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
1722,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75.0,U.S.A.,3.0,Forastero (Arriba),Ecuador
1723,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",2007,65.0,U.S.A.,3.0,Forastero (Arriba),Ecuador
1724,Violet Sky,Sambirano Valley,2015,77.0,U.S.A.,2.75,Trinitario,Madagascar
1725,Violet Sky,Moho River Valley,2015,77.0,U.S.A.,3.0,"Criollo, Trinitario",Belize
1726,Violet Sky,Cuyagua,2015,77.0,U.S.A.,3.0,Criollo,Venezuela
1727,Violet Sky,Peru,2015,77.0,U.S.A.,3.25,"Criollo, Trinitario",Peru
1728,Violet Sky,Cahabon,2015,77.0,U.S.A.,2.75,Trinitario,Guatemala
1729,Vivra,Peru,2016,70.0,U.S.A.,2.5,Unknown,Peru
1730,Vivra,Ocumare,2016,70.0,U.S.A.,2.5,Unknown,Venezuela
1731,Vivra,Dominican Republic,2016,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1732,Wellington Chocolate Factory,Conacado,2016,70.0,New Zealand,3.5,Trinitario,Dominican Republic
1733,Wellington Chocolate Factory,"Piura Blanco, Norandino",2016,70.0,New Zealand,3.5,Unknown,Peru
1734,Whittakers,Ghana,2011,72.0,New Zealand,2.5,Forastero,Ghana
1735,Wilkie's Organic,Amazonas,2013,75.0,Ireland,2.5,Criollo,Peru
1736,Wilkie's Organic,Amazonas,2013,89.0,Ireland,2.75,Criollo,Peru
1737,Wilkie's Organic,Tumbes,2013,75.0,Ireland,3.25,Criollo,Peru
1738,Wilkie's Organic,Amazonas w/ nibs,2013,75.0,Ireland,2.75,Criollo,Peru
1739,Willie's Cacao,Los Llanos,2016,70.0,U.K.,4.0,Unknown,Colombia
1740,Willie's Cacao,Los Llanos,2014,88.0,U.K.,3.0,Trinitario,Colombia
1741,Willie's Cacao,"Java, Indonesian Black",2013,100.0,U.K.,2.25,Unknown,Indonesia
1742,Willie's Cacao,Sambirano,2010,71.0,U.K.,3.0,Trinitario,Madagascar
1743,Willie's Cacao,Hacienda Las Trincheras,2010,72.0,U.K.,3.5,Unknown,Venezuela
1744,Willie's Cacao,Java,2010,69.0,U.K.,3.75,Unknown,Indonesia
1745,Willie's Cacao,San Martin,2009,70.0,U.K.,3.0,Unknown,Peru
1746,Willie's Cacao,Rio Caribe,2009,72.0,U.K.,3.25,Trinitario,Venezuela
1747,Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,74.0,U.S.A.,3.0,Criollo,Venezuela
1748,Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016,76.0,U.S.A.,3.5,Unknown,Bolivia
1749,Wm,"Ghana, 2013, batch 129",2016,75.0,U.S.A.,3.75,Unknown,Ghana
1750,Woodblock,"Maranon, Cajamarca",2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru
1751,Woodblock,"Camino Verde P., Balao, Guayas",2013,70.0,U.S.A.,3.25,Unknown,Ecuador
1752,Woodblock,Gran Couva,2013,70.0,U.S.A.,3.5,Trinitario,Trinidad
1753,Woodblock,Ecuador,2012,70.0,U.S.A.,2.5,Unknown,Ecuador
1754,Woodblock,Costa Rica,2012,70.0,U.S.A.,3.0,Unknown,Costa Rica
1755,Woodblock,Sambirano,2012,70.0,U.S.A.,3.25,Trinitario,Madagascar
1756,Woodblock,Ocumare,2011,70.0,U.S.A.,4.0,Unknown,Venezuela
1757,Woodblock,La Red,2011,70.0,U.S.A.,3.5,Unknown,Dominican Republic
1758,Xocolat,Hispaniola,2013,66.0,Domincan Republic,3.0,Unknown,Dominican Republic
1759,Xocolla,"Sambirano, batch 170102",2017,70.0,U.S.A.,2.75,Unknown,Madagascar
1760,Xocolla,"Hispaniola, batch 170104",2017,70.0,U.S.A.,2.5,Unknown,Dominican Republic
1761,Zak's,"Papua New Guinea, Batch 2",2015,70.0,U.S.A.,3.0,Unknown,Papua New Guinea
1762,Zak's,"Dominican Republic, Batch D2",2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic
1763,Zak's,"Madagascar, Batch 2",2015,70.0,U.S.A.,3.25,Trinitario,Madagascar
1764,Zak's,"Peru, Batch 1",2015,70.0,U.S.A.,3.25,Unknown,Peru
1765,Zak's,"Belize, Batch 2",2015,70.0,U.S.A.,3.5,Trinitario,Belize
1766,Zak's,"House Blend, Batch 2",2015,60.0,U.S.A.,3.0,Unknown,
1767,Zart Pralinen,"Millot P., Ambanja",2016,70.0,Austria,3.5,"Criollo, Trinitario",Madagascar
1768,Zart Pralinen,UNOCACE,2016,70.0,Austria,2.75,Nacional (Arriba),Ecuador
1769,Zart Pralinen,San Juan Estate,2016,85.0,Austria,2.75,Trinitario,Trinidad
1770,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,85.0,Austria,3.0,"Criollo, Trinitario",Tanzania
1771,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,70.0,Austria,3.5,"Criollo, Trinitario",Tanzania
1772,Zart Pralinen,"San Juan Estate, Gran Couva",2016,78.0,Austria,3.5,Trinitario,Trinidad
1773,Zokoko,Guadalcanal,2016,78.0,Australia,3.75,Unknown,Solomon Islands
1774,Zokoko,Goddess Blend,2016,65.0,Australia,3.25,Unknown,
1775,Zokoko,Alto Beni,2011,68.0,Australia,3.5,Unknown,Bolivia
1776,Zokoko,Tokiala,2011,66.0,Australia,3.5,Trinitario,Papua New Guinea
1777,Zokoko,"Tranquilidad, Baures",2011,72.0,Australia,3.75,Unknown,Bolivia
1778,Zotter,Raw,2014,80.0,Austria,2.75,Unknown,
1779,Zotter,"Bocas del Toro, Cocabo Co-op",2012,72.0,Austria,3.5,Unknown,Panama
1780,Zotter,Amazonas Frucht,2012,65.0,Austria,3.5,Unknown,
1781,Zotter,"Satipo Pangoa region, 16hr conche",2012,70.0,Austria,3.0,Criollo (Amarru),Peru
1782,Zotter,"Satipo Pangoa region, 20hr conche",2012,70.0,Austria,3.5,Criollo (Amarru),Peru
1783,Zotter,"Loma Los Pinos, Yacao region, D.R.",2012,62.0,Austria,3.75,Unknown,Dominican Republic
1784,Zotter,El Oro,2012,75.0,Austria,3.0,Forastero (Nacional),Ecuador
1785,Zotter,Huiwani Coop,2012,75.0,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
1786,Zotter,El Ceibo Coop,2012,90.0,Austria,3.25,Unknown,Bolivia
1787,Zotter,Santo Domingo,2012,70.0,Austria,3.75,Unknown,Dominican Republic
1788,Zotter,"Kongo, Highlands",2012,68.0,Austria,3.25,Forastero,Congo
1789,Zotter,"Indianer, Raw",2012,58.0,Austria,3.5,Unknown,
1790,Zotter,Peru,2011,70.0,Austria,3.75,Unknown,Peru
1791,Zotter,Congo,2011,65.0,Austria,3.0,Forastero,Congo
1792,Zotter,Kerala State,2011,65.0,Austria,3.5,Forastero,India
1793,Zotter,Kerala State,2011,62.0,Austria,3.25,Unknown,India
1794,Zotter,"Brazil, Mitzi Blue",2010,65.0,Austria,3.0,Unknown,Brazil
